,TimeFrame,Location Id,Dwelling Type,Number Of Beds,Total Bonds,Active Bonds,Closed Bonds,Median Rent,Geometric Mean Rent,Upper Quartile Rent,Lower Quartile Rent,Log Std Dev Weekly Rent,year_quarter
7144,2026-04-01,142000.0,House,ALL,27,270,18,685.0,680.0,750.0,630.0,0.1227,2026_Q2
7145,2026-04-01,142100.0,House,ALL,21,312,21,700.0,660.0,800.0,620.0,0.3893,2026_Q2
7146,2026-04-01,142200.0,House,ALL,30,396,24,813.0,884.0,1200.0,658.0,0.4708,2026_Q2
7147,2026-04-01,142300.0,House,ALL,18,150,9,675.0,694.0,713.0,650.0,0.1502,2026_Q2
7148,2026-04-01,142400.0,House,ALL,12,159,9,863.0,884.0,1138.0,731.0,0.2816,2026_Q2
7149,2026-04-01,142500.0,House,ALL,12,135,6,788.0,758.0,884.0,661.0,0.2584,2026_Q2
7150,2026-04-01,142600.0,House,ALL,24,213,15,730.0,816.0,950.0,721.0,0.2674,2026_Q2
7151,2026-04-01,142700.0,House,ALL,12,174,18,1100.0,1152.0,1275.0,950.0,0.2201,2026_Q2
7152,2026-04-01,142800.0,House,ALL,33,408,27,750.0,701.0,850.0,620.0,0.4233,2026_Q2
7153,2026-04-01,142900.0,House,ALL,15,198,12,743.0,725.0,769.0,695.0,0.1704,2026_Q2
7154,2026-04-01,143000.0,House,ALL,21,210,21,900.0,939.0,1100.0,850.0,0.3158,2026_Q2
7155,2026-04-01,143100.0,House,ALL,27,342,24,870.0,820.0,1000.0,650.0,0.3158,2026_Q2
7156,2026-04-01,143200.0,House,ALL,12,186,21,600.0,623.0,689.0,513.0,0.2837,2026_Q2
7157,2026-04-01,143300.0,House,ALL,30,291,24,660.0,661.0,784.0,520.0,0.2843,2026_Q2
7158,2026-04-01,143400.0,House,ALL,24,279,21,668.0,652.0,788.0,600.0,0.3943,2026_Q2
7159,2026-04-01,143500.0,House,ALL,21,243,12,910.0,939.0,1085.0,775.0,0.3516,2026_Q2
7160,2026-04-01,143600.0,House,ALL,15,147,21,795.0,695.0,1050.0,595.0,0.5203,2026_Q2
7161,2026-04-01,143700.0,House,ALL,6,171,12,1155.0,1159.0,1200.0,1100.0,0.162,2026_Q2
7162,2026-04-01,143800.0,House,ALL,30,294,27,825.0,846.0,1018.0,720.0,0.2482,2026_Q2
7163,2026-04-01,143900.0,House,ALL,24,249,12,910.0,910.0,1038.0,720.0,0.2665,2026_Q2
7164,2026-04-01,144000.0,House,ALL,15,183,18,1100.0,1096.0,1350.0,900.0,0.2771,2026_Q2
7165,2026-04-01,144100.0,House,ALL,24,327,24,670.0,631.0,740.0,591.0,0.2286,2026_Q2
7166,2026-04-01,144200.0,House,ALL,21,132,15,530.0,520.0,590.0,440.0,0.2024,2026_Q2
7167,2026-04-01,144300.0,House,ALL,24,327,27,643.0,682.0,783.0,580.0,0.2464,2026_Q2
7168,2026-04-01,144400.0,House,ALL,24,267,21,680.0,682.0,750.0,576.0,0.1888,2026_Q2
7169,2026-04-01,144500.0,House,ALL,24,267,15,665.0,679.0,838.0,571.0,0.234,2026_Q2
7170,2026-04-01,144600.0,House,ALL,12,60,9,720.0,812.0,975.0,690.0,0.2734,2026_Q2
7171,2026-04-01,144700.0,House,ALL,48,636,51,725.0,600.0,770.0,625.0,0.5042,2026_Q2
7172,2026-04-01,144800.0,House,ALL,24,288,18,785.0,729.0,850.0,670.0,0.1887,2026_Q2
7173,2026-04-01,144900.0,House,ALL,6,123,9,950.0,872.0,980.0,875.0,0.2359,2026_Q2
7174,2026-04-01,145000.0,House,ALL,33,348,27,595.0,612.0,675.0,550.0,0.2323,2026_Q2
7175,2026-04-01,145100.0,House,ALL,24,243,15,850.0,864.0,995.0,750.0,0.2003,2026_Q2
7176,2026-04-01,145200.0,House,ALL,15,192,21,670.0,677.0,710.0,635.0,0.1473,2026_Q2
7177,2026-04-01,145300.0,House,ALL,24,243,12,650.0,612.0,765.0,569.0,0.4367,2026_Q2
7178,2026-04-01,145500.0,House,ALL,18,108,9,640.0,647.0,700.0,550.0,0.1856,2026_Q2
7179,2026-04-01,145600.0,House,ALL,18,273,24,673.0,673.0,771.0,614.0,0.1995,2026_Q2
7180,2026-04-01,145700.0,House,ALL,15,201,27,875.0,884.0,940.0,820.0,0.1273,2026_Q2
7181,2026-04-01,145800.0,House,ALL,21,798,36,650.0,503.0,750.0,439.0,0.6308,2026_Q2
7182,2026-04-01,146000.0,House,ALL,18,168,9,663.0,615.0,780.0,518.0,0.2924,2026_Q2
7183,2026-04-01,146100.0,House,ALL,12,207,9,643.0,638.0,720.0,573.0,0.1804,2026_Q2
7184,2026-04-01,146200.0,House,ALL,30,366,24,625.0,578.0,750.0,514.0,0.4202,2026_Q2
7185,2026-04-01,146300.0,House,ALL,51,777,36,580.0,419.0,650.0,220.0,0.6994,2026_Q2
7186,2026-04-01,146400.0,House,ALL,15,204,12,960.0,865.0,1150.0,850.0,0.4835,2026_Q2
7187,2026-04-01,146500.0,House,ALL,12,258,9,700.0,679.0,745.0,660.0,0.1422,2026_Q2
7188,2026-04-01,146600.0,House,ALL,33,321,30,720.0,743.0,788.0,673.0,0.1744,2026_Q2
7189,2026-04-01,146700.0,House,ALL,87,219,3,610.0,604.0,675.0,525.0,0.1378,2026_Q2
7190,2026-04-01,146800.0,House,ALL,12,243,15,710.0,735.0,773.0,681.0,0.1064,2026_Q2
7191,2026-04-01,146900.0,House,ALL,12,51,6,750.0,735.0,850.0,658.0,0.1735,2026_Q2
7192,2026-04-01,147000.0,House,ALL,39,693,39,630.0,472.0,750.0,470.0,0.7266,2026_Q2
7193,2026-04-01,147100.0,House,ALL,21,435,24,600.0,502.0,700.0,495.0,0.5453,2026_Q2
7194,2026-04-01,147200.0,House,ALL,33,450,15,715.0,646.0,745.0,610.0,0.4815,2026_Q2
7195,2026-04-01,147500.0,House,ALL,48,435,21,650.0,579.0,703.0,430.0,0.3861,2026_Q2
7196,2026-04-01,147600.0,House,ALL,21,99,15,850.0,840.0,950.0,730.0,0.2429,2026_Q2
7197,2026-04-01,147800.0,House,ALL,12,177,9,655.0,673.0,708.0,590.0,0.1737,2026_Q2
7198,2026-04-01,148000.0,House,ALL,12,168,18,745.0,819.0,958.0,684.0,0.2654,2026_Q2
7199,2026-04-01,148100.0,House,ALL,12,222,12,700.0,665.0,758.0,561.0,0.2184,2026_Q2
7200,2026-04-01,148200.0,House,ALL,9,135,6,690.0,601.0,750.0,600.0,0.5174,2026_Q2
7201,2026-04-01,148300.0,House,ALL,9,171,12,870.0,804.0,890.0,700.0,0.1956,2026_Q2
7202,2026-04-01,148400.0,House,ALL,12,150,15,783.0,806.0,935.0,650.0,0.2764,2026_Q2
7203,2026-04-01,148500.0,House,ALL,33,237,15,590.0,537.0,600.0,490.0,0.2874,2026_Q2
7204,2026-04-01,148600.0,House,ALL,15,237,24,590.0,539.0,620.0,560.0,0.4388,2026_Q2
7205,2026-04-01,148700.0,House,ALL,15,81,6,650.0,704.0,860.0,631.0,0.2139,2026_Q2
7206,2026-04-01,148800.0,House,ALL,12,207,9,895.0,878.0,945.0,785.0,0.1564,2026_Q2
7207,2026-04-01,148900.0,House,ALL,15,186,15,620.0,587.0,688.0,598.0,0.3677,2026_Q2
7208,2026-04-01,149000.0,House,ALL,39,402,30,630.0,653.0,695.0,580.0,0.2294,2026_Q2
7209,2026-04-01,149100.0,House,ALL,45,402,30,665.0,662.0,700.0,643.0,0.1468,2026_Q2
7210,2026-04-01,149200.0,House,ALL,9,243,6,660.0,697.0,675.0,650.0,0.1535,2026_Q2
7211,2026-04-01,149300.0,House,ALL,33,321,27,675.0,672.0,765.0,600.0,0.1675,2026_Q2
7212,2026-04-01,149400.0,House,ALL,9,123,6,720.0,722.0,840.0,625.0,0.1614,2026_Q2
7213,2026-04-01,149500.0,House,ALL,18,201,15,650.0,621.0,688.0,575.0,0.2055,2026_Q2
7214,2026-04-01,149700.0,House,ALL,45,492,30,738.0,742.0,883.0,650.0,0.1899,2026_Q2
7215,2026-04-01,149800.0,House,ALL,45,429,24,690.0,669.0,750.0,620.0,0.184,2026_Q2
7216,2026-04-01,149900.0,House,ALL,15,96,6,570.0,566.0,660.0,550.0,0.1824,2026_Q2
7217,2026-04-01,150000.0,House,ALL,9,93,6,695.0,724.0,748.0,685.0,0.1094,2026_Q2
7218,2026-04-01,150100.0,House,ALL,12,177,9,595.0,552.0,625.0,483.0,0.2218,2026_Q2
7219,2026-04-01,150200.0,House,ALL,6,171,6,665.0,585.0,748.0,608.0,0.5195,2026_Q2
7220,2026-04-01,150300.0,House,ALL,24,291,30,550.0,516.0,639.0,471.0,0.4185,2026_Q2
7221,2026-04-01,150400.0,House,ALL,27,339,21,750.0,742.0,840.0,700.0,0.1874,2026_Q2
7222,2026-04-01,150500.0,House,ALL,24,312,21,690.0,693.0,776.0,633.0,0.1257,2026_Q2
7223,2026-04-01,150600.0,House,ALL,15,216,12,850.0,871.0,1025.0,785.0,0.284,2026_Q2
7224,2026-04-01,150700.0,House,ALL,18,306,18,700.0,683.0,735.0,650.0,0.1702,2026_Q2
7225,2026-04-01,150800.0,House,ALL,12,141,6,593.0,610.0,645.0,543.0,0.1699,2026_Q2
7226,2026-04-01,150900.0,House,ALL,33,258,24,580.0,449.0,624.0,406.0,0.5806,2026_Q2
7227,2026-04-01,151000.0,House,ALL,9,159,6,800.0,695.0,810.0,635.0,0.2242,2026_Q2
7228,2026-04-01,151100.0,House,ALL,18,57,9,750.0,753.0,875.0,634.0,0.2169,2026_Q2
7229,2026-04-01,151200.0,House,ALL,33,237,18,650.0,583.0,725.0,580.0,0.4366,2026_Q2
7230,2026-04-01,151300.0,House,ALL,51,447,57,700.0,704.0,750.0,650.0,0.1459,2026_Q2
7231,2026-04-01,151400.0,House,ALL,21,294,12,530.0,516.0,650.0,420.0,0.3283,2026_Q2
7232,2026-04-01,151500.0,House,ALL,24,294,15,780.0,730.0,800.0,650.0,0.1653,2026_Q2
7233,2026-04-01,151600.0,House,ALL,39,210,9,520.0,544.0,620.0,490.0,0.3202,2026_Q2
7234,2026-04-01,151800.0,House,ALL,21,297,24,570.0,599.0,665.0,540.0,0.2172,2026_Q2
7235,2026-04-01,151900.0,House,ALL,30,297,24,650.0,615.0,676.0,565.0,0.1594,2026_Q2
7236,2026-04-01,152000.0,House,ALL,24,306,15,715.0,544.0,830.0,620.0,0.7655,2026_Q2
7237,2026-04-01,152100.0,House,ALL,57,339,21,585.0,525.0,595.0,410.0,0.3401,2026_Q2
7238,2026-04-01,152200.0,House,ALL,15,204,21,740.0,745.0,820.0,695.0,0.0869,2026_Q2
7239,2026-04-01,152400.0,House,ALL,27,369,18,640.0,634.0,715.0,593.0,0.2345,2026_Q2
7240,2026-04-01,152500.0,House,ALL,9,141,9,660.0,669.0,750.0,640.0,0.138,2026_Q2
7241,2026-04-01,152600.0,House,ALL,9,105,9,690.0,691.0,720.0,660.0,0.2686,2026_Q2
7242,2026-04-01,152800.0,House,ALL,12,147,6,506.0,426.0,664.0,241.0,0.6358,2026_Q2
7243,2026-04-01,152900.0,House,ALL,15,207,21,750.0,765.0,805.0,700.0,0.1438,2026_Q2
7244,2026-04-01,153000.0,House,ALL,9,129,6,680.0,705.0,690.0,665.0,0.1251,2026_Q2
7245,2026-04-01,153100.0,House,ALL,12,198,18,785.0,741.0,830.0,675.0,0.1609,2026_Q2
7246,2026-04-01,153200.0,House,ALL,12,90,6,643.0,641.0,684.0,601.0,0.0909,2026_Q2
7247,2026-04-01,153300.0,House,ALL,24,282,18,660.0,662.0,708.0,593.0,0.1742,2026_Q2
7248,2026-04-01,153400.0,House,ALL,15,180,12,650.0,713.0,825.0,575.0,0.3079,2026_Q2
7249,2026-04-01,153500.0,House,ALL,9,159,3,650.0,573.0,700.0,570.0,0.4973,2026_Q2
7250,2026-04-01,153600.0,House,ALL,9,120,6,690.0,672.0,725.0,625.0,0.1367,2026_Q2
7251,2026-04-01,153700.0,House,ALL,15,267,12,820.0,777.0,860.0,735.0,0.1476,2026_Q2
7252,2026-04-01,153800.0,House,ALL,15,249,24,860.0,845.0,900.0,780.0,0.1878,2026_Q2
7253,2026-04-01,153900.0,House,ALL,12,144,12,785.0,775.0,830.0,758.0,0.1134,2026_Q2
7254,2026-04-01,154000.0,House,ALL,39,360,24,630.0,627.0,700.0,560.0,0.1871,2026_Q2
7255,2026-04-01,154100.0,House,ALL,27,282,12,720.0,709.0,800.0,650.0,0.1381,2026_Q2
7256,2026-04-01,154200.0,House,ALL,33,357,18,650.0,631.0,740.0,550.0,0.1888,2026_Q2
7257,2026-04-01,154300.0,House,ALL,12,114,6,725.0,682.0,738.0,699.0,0.2589,2026_Q2
7258,2026-04-01,154400.0,House,ALL,9,129,3,560.0,282.0,633.0,100.0,1.0122,2026_Q2
7259,2026-04-01,154500.0,House,ALL,9,168,12,750.0,729.0,790.0,665.0,0.1307,2026_Q2
7260,2026-04-01,154700.0,House,ALL,9,108,6,950.0,989.0,1050.0,850.0,0.1769,2026_Q2
7261,2026-04-01,154800.0,House,ALL,33,396,27,680.0,677.0,730.0,640.0,0.1759,2026_Q2
7262,2026-04-01,154900.0,House,ALL,48,486,42,598.0,627.0,720.0,550.0,0.3577,2026_Q2
7263,2026-04-01,155000.0,House,ALL,21,225,24,698.0,736.0,888.0,609.0,0.3193,2026_Q2
7264,2026-04-01,155100.0,House,ALL,12,201,9,650.0,651.0,694.0,596.0,0.1904,2026_Q2
7265,2026-04-01,155200.0,House,ALL,18,249,33,788.0,743.0,850.0,655.0,0.1673,2026_Q2
7266,2026-04-01,155300.0,House,ALL,6,129,12,830.0,834.0,853.0,808.0,0.0787,2026_Q2
7267,2026-04-01,155400.0,House,ALL,21,249,15,770.0,751.0,850.0,650.0,0.1702,2026_Q2
7268,2026-04-01,155500.0,House,ALL,27,210,15,490.0,476.0,549.0,390.0,0.193,2026_Q2
7269,2026-04-01,155600.0,House,ALL,36,363,24,688.0,667.0,750.0,581.0,0.1632,2026_Q2
7270,2026-04-01,155700.0,House,ALL,15,165,12,630.0,619.0,650.0,590.0,0.1008,2026_Q2
7271,2026-04-01,155800.0,House,ALL,18,192,12,693.0,670.0,750.0,600.0,0.1978,2026_Q2
7272,2026-04-01,155900.0,House,ALL,9,225,18,620.0,611.0,690.0,535.0,0.147,2026_Q2
7273,2026-04-01,156200.0,House,ALL,36,432,21,605.0,598.0,675.0,528.0,0.243,2026_Q2
7274,2026-04-01,156300.0,House,ALL,9,165,12,800.0,846.0,830.0,780.0,0.1524,2026_Q2
7275,2026-04-01,156400.0,House,ALL,27,255,24,850.0,831.0,975.0,750.0,0.1926,2026_Q2
7276,2026-04-01,156500.0,House,ALL,33,279,24,650.0,547.0,710.0,575.0,0.6034,2026_Q2
7277,2026-04-01,156600.0,House,ALL,9,180,12,830.0,844.0,865.0,815.0,0.0664,2026_Q2
7278,2026-04-01,156700.0,House,ALL,18,201,6,663.0,676.0,749.0,603.0,0.2206,2026_Q2
7279,2026-04-01,156900.0,House,ALL,15,219,12,850.0,851.0,900.0,825.0,0.1605,2026_Q2
7280,2026-04-01,157000.0,House,ALL,24,201,15,650.0,635.0,708.0,553.0,0.144,2026_Q2
7281,2026-04-01,157100.0,House,ALL,6,129,9,635.0,617.0,998.0,445.0,0.6088,2026_Q2
7282,2026-04-01,157300.0,House,ALL,15,159,18,840.0,798.0,970.0,650.0,0.2269,2026_Q2
7283,2026-04-01,157400.0,House,ALL,15,141,15,650.0,650.0,750.0,600.0,0.2061,2026_Q2
7284,2026-04-01,157500.0,House,ALL,15,237,18,750.0,726.0,780.0,685.0,0.1278,2026_Q2
7285,2026-04-01,157600.0,House,ALL,9,99,6,560.0,566.0,600.0,538.0,0.0936,2026_Q2
7286,2026-04-01,157700.0,House,ALL,15,225,9,650.0,444.0,680.0,460.0,0.7258,2026_Q2
7287,2026-04-01,157800.0,House,ALL,18,195,15,835.0,824.0,983.0,700.0,0.2315,2026_Q2
7288,2026-04-01,157900.0,House,ALL,21,234,12,720.0,689.0,750.0,650.0,0.1779,2026_Q2
7289,2026-04-01,158000.0,House,ALL,18,288,18,630.0,685.0,785.0,570.0,0.2421,2026_Q2
7290,2026-04-01,158100.0,House,ALL,42,339,30,825.0,779.0,953.0,594.0,0.3461,2026_Q2
7291,2026-04-01,158200.0,House,ALL,24,195,18,790.0,832.0,1035.0,715.0,0.3035,2026_Q2
7292,2026-04-01,158300.0,House,ALL,24,291,15,740.0,726.0,800.0,685.0,0.1637,2026_Q2
7293,2026-04-01,158400.0,House,ALL,30,309,27,600.0,573.0,646.0,544.0,0.2112,2026_Q2
7294,2026-04-01,158500.0,House,ALL,24,300,15,795.0,793.0,849.0,705.0,0.2067,2026_Q2
7295,2026-04-01,158600.0,House,ALL,66,468,39,678.0,722.0,1000.0,583.0,0.4343,2026_Q2
7296,2026-04-01,158700.0,House,ALL,27,270,15,630.0,638.0,695.0,595.0,0.1055,2026_Q2
7297,2026-04-01,158800.0,House,ALL,21,294,18,670.0,683.0,780.0,620.0,0.1847,2026_Q2
7298,2026-04-01,158900.0,House,ALL,9,57,3,1250.0,1068.0,1600.0,700.0,0.5088,2026_Q2
7299,2026-04-01,159000.0,House,ALL,15,201,12,720.0,638.0,770.0,620.0,0.3809,2026_Q2
7300,2026-04-01,159100.0,House,ALL,27,306,24,650.0,622.0,700.0,570.0,0.1704,2026_Q2
7301,2026-04-01,159200.0,House,ALL,51,489,45,650.0,637.0,720.0,600.0,0.2428,2026_Q2
7302,2026-04-01,159300.0,House,ALL,15,180,12,850.0,805.0,1050.0,750.0,0.3025,2026_Q2
7303,2026-04-01,159400.0,House,ALL,9,96,6,600.0,615.0,650.0,580.0,0.0882,2026_Q2
7304,2026-04-01,159500.0,House,ALL,15,198,15,670.0,659.0,715.0,595.0,0.1028,2026_Q2
7305,2026-04-01,159600.0,House,ALL,21,147,9,650.0,649.0,790.0,525.0,0.2511,2026_Q2
7306,2026-04-01,159700.0,House,ALL,9,159,15,595.0,603.0,650.0,550.0,0.0935,2026_Q2
7307,2026-04-01,159900.0,House,ALL,33,312,24,650.0,663.0,700.0,600.0,0.1321,2026_Q2
7308,2026-04-01,160000.0,House,ALL,27,345,21,670.0,643.0,730.0,630.0,0.3086,2026_Q2
7309,2026-04-01,160100.0,House,ALL,30,333,18,590.0,616.0,711.0,536.0,0.1962,2026_Q2
7310,2026-04-01,160200.0,House,ALL,24,348,27,683.0,693.0,750.0,658.0,0.1118,2026_Q2
7311,2026-04-01,160300.0,House,ALL,33,234,15,535.0,298.0,668.0,104.0,0.9431,2026_Q2
7312,2026-04-01,160400.0,House,ALL,33,261,21,580.0,538.0,765.0,380.0,0.4414,2026_Q2
7313,2026-04-01,160500.0,House,ALL,24,321,21,683.0,630.0,716.0,604.0,0.3339,2026_Q2
7314,2026-04-01,160600.0,House,ALL,51,534,45,588.0,538.0,650.0,500.0,0.343,2026_Q2
7315,2026-04-01,160700.0,House,ALL,54,348,27,670.0,448.0,705.0,260.0,0.7673,2026_Q2
7316,2026-04-01,160800.0,House,ALL,27,255,12,660.0,647.0,700.0,610.0,0.2639,2026_Q2
7317,2026-04-01,160900.0,House,ALL,48,492,42,620.0,548.0,699.0,541.0,0.4594,2026_Q2
7318,2026-04-01,161000.0,House,ALL,12,162,15,750.0,702.0,768.0,678.0,0.2032,2026_Q2
7319,2026-04-01,161100.0,House,ALL,18,222,12,740.0,736.0,848.0,663.0,0.1639,2026_Q2
7320,2026-04-01,161200.0,House,ALL,18,285,15,650.0,505.0,700.0,498.0,0.5793,2026_Q2
7321,2026-04-01,161300.0,House,ALL,24,351,18,648.0,649.0,699.0,563.0,0.1909,2026_Q2
7322,2026-04-01,161400.0,House,ALL,18,168,9,775.0,743.0,858.0,696.0,0.3294,2026_Q2
7323,2026-04-01,161600.0,House,ALL,18,231,15,608.0,559.0,663.0,520.0,0.375,2026_Q2
7324,2026-04-01,161800.0,House,ALL,9,150,9,600.0,630.0,708.0,575.0,0.136,2026_Q2
7325,2026-04-01,161900.0,House,ALL,18,120,9,640.0,627.0,650.0,589.0,0.0921,2026_Q2
7326,2026-04-01,162000.0,House,ALL,21,243,18,640.0,658.0,730.0,605.0,0.132,2026_Q2
7327,2026-04-01,162100.0,House,ALL,63,504,27,695.0,684.0,750.0,665.0,0.2268,2026_Q2
7328,2026-04-01,162400.0,House,ALL,12,129,9,655.0,666.0,708.0,563.0,0.1967,2026_Q2
7329,2026-04-01,162500.0,House,ALL,12,132,9,893.0,946.0,1063.0,865.0,0.1344,2026_Q2
7330,2026-04-01,162600.0,House,ALL,60,426,30,688.0,615.0,723.0,637.0,0.4286,2026_Q2
7331,2026-04-01,162700.0,House,ALL,9,93,6,680.0,662.0,838.0,528.0,0.2745,2026_Q2
7332,2026-04-01,162800.0,House,ALL,9,120,6,640.0,614.0,650.0,570.0,0.113,2026_Q2
7333,2026-04-01,162900.0,House,ALL,12,75,3,845.0,770.0,868.0,613.0,0.2126,2026_Q2
7334,2026-04-01,163000.0,House,ALL,51,444,30,580.0,562.0,643.0,520.0,0.2278,2026_Q2
7335,2026-04-01,163100.0,House,ALL,15,225,9,700.0,668.0,750.0,600.0,0.1245,2026_Q2
7336,2026-04-01,163200.0,House,ALL,63,447,30,580.0,536.0,640.0,495.0,0.366,2026_Q2
7337,2026-04-01,163300.0,House,ALL,24,249,27,665.0,653.0,750.0,638.0,0.3125,2026_Q2
7338,2026-04-01,163400.0,House,ALL,36,273,24,785.0,759.0,868.0,660.0,0.1752,2026_Q2
7339,2026-04-01,163500.0,House,ALL,36,429,36,650.0,623.0,691.0,595.0,0.4008,2026_Q2
7340,2026-04-01,163600.0,House,ALL,33,261,27,595.0,590.0,680.0,540.0,0.2656,2026_Q2
7341,2026-04-01,163700.0,House,ALL,24,306,27,665.0,640.0,700.0,595.0,0.1211,2026_Q2
7342,2026-04-01,163800.0,House,ALL,9,102,3,600.0,581.0,615.0,480.0,0.3898,2026_Q2
7343,2026-04-01,163900.0,House,ALL,15,228,21,665.0,709.0,815.0,610.0,0.1679,2026_Q2
7344,2026-04-01,164000.0,House,ALL,18,204,15,670.0,663.0,743.0,596.0,0.146,2026_Q2
7345,2026-04-01,164200.0,House,ALL,24,237,15,650.0,659.0,700.0,605.0,0.1315,2026_Q2
7346,2026-04-01,164300.0,House,ALL,27,297,21,650.0,659.0,720.0,623.0,0.1445,2026_Q2
7347,2026-04-01,164400.0,House,ALL,9,189,12,630.0,619.0,650.0,600.0,0.0893,2026_Q2
7348,2026-04-01,164500.0,House,ALL,27,183,15,573.0,567.0,610.0,514.0,0.1655,2026_Q2
7349,2026-04-01,164600.0,House,ALL,24,255,21,713.0,797.0,891.0,680.0,0.2702,2026_Q2
7350,2026-04-01,164700.0,House,ALL,9,93,9,650.0,597.0,700.0,510.0,0.2248,2026_Q2
7351,2026-04-01,164800.0,House,ALL,6,114,15,650.0,658.0,680.0,595.0,0.1573,2026_Q2
7352,2026-04-01,165000.0,House,ALL,12,99,6,695.0,640.0,728.0,588.0,0.1742,2026_Q2
7353,2026-04-01,165100.0,House,ALL,9,126,9,775.0,875.0,1101.0,735.0,0.4339,2026_Q2
7354,2026-04-01,165300.0,House,ALL,39,501,36,635.0,611.0,705.0,590.0,0.3554,2026_Q2
7355,2026-04-01,165400.0,House,ALL,15,162,12,690.0,646.0,750.0,550.0,0.1927,2026_Q2
7356,2026-04-01,165500.0,House,ALL,69,573,57,620.0,612.0,680.0,580.0,0.1614,2026_Q2
7357,2026-04-01,165600.0,House,ALL,12,117,12,730.0,726.0,768.0,670.0,0.1061,2026_Q2
7358,2026-04-01,165700.0,House,ALL,9,189,12,600.0,592.0,650.0,520.0,0.1469,2026_Q2
7359,2026-04-01,165800.0,House,ALL,15,201,18,680.0,692.0,750.0,600.0,0.164,2026_Q2
7360,2026-04-01,165900.0,House,ALL,9,159,9,690.0,678.0,720.0,650.0,0.1076,2026_Q2
7361,2026-04-01,166100.0,House,ALL,9,120,6,590.0,602.0,680.0,560.0,0.0982,2026_Q2
7362,2026-04-01,166700.0,House,ALL,12,90,3,450.0,462.0,528.0,438.0,0.1684,2026_Q2
7363,2026-04-01,166900.0,House,ALL,6,48,0,550.0,543.0,583.0,500.0,0.2081,2026_Q2
7364,2026-04-01,167000.0,House,ALL,6,75,9,620.0,501.0,718.0,586.0,0.8098,2026_Q2
7365,2026-04-01,167100.0,House,ALL,24,261,18,580.0,555.0,623.0,531.0,0.1735,2026_Q2
7366,2026-04-01,167200.0,House,ALL,9,57,0,600.0,607.0,600.0,590.0,0.0657,2026_Q2
7367,2026-04-01,167600.0,House,ALL,6,93,9,540.0,525.0,554.0,515.0,0.1014,2026_Q2
7368,2026-04-01,167700.0,House,ALL,6,51,6,545.0,530.0,550.0,529.0,0.1876,2026_Q2
7369,2026-04-01,167800.0,House,ALL,15,180,6,600.0,594.0,650.0,580.0,0.1823,2026_Q2
7370,2026-04-01,168100.0,House,ALL,6,60,6,488.0,533.0,581.0,438.0,0.3303,2026_Q2
7371,2026-04-01,168500.0,House,ALL,21,147,27,680.0,633.0,720.0,550.0,0.1902,2026_Q2
7372,2026-04-01,168800.0,House,ALL,6,33,0,600.0,612.0,613.0,600.0,0.04,2026_Q2
7373,2026-04-01,168900.0,House,ALL,6,78,6,640.0,554.0,695.0,435.0,0.2973,2026_Q2
7374,2026-04-01,169200.0,House,ALL,24,240,15,500.0,517.0,576.0,460.0,0.1469,2026_Q2
7375,2026-04-01,169300.0,House,ALL,6,87,6,575.0,559.0,638.0,475.0,0.1859,2026_Q2
7376,2026-04-01,169400.0,House,ALL,18,123,3,585.0,595.0,635.0,550.0,0.1013,2026_Q2
7377,2026-04-01,169500.0,House,ALL,9,129,9,500.0,527.0,580.0,450.0,0.17,2026_Q2
7378,2026-04-01,169600.0,House,ALL,6,135,9,605.0,584.0,653.0,558.0,0.2146,2026_Q2
7379,2026-04-01,170000.0,House,ALL,24,252,12,603.0,586.0,663.0,550.0,0.1701,2026_Q2
7380,2026-04-01,170200.0,House,ALL,9,60,3,690.0,688.0,800.0,615.0,0.2659,2026_Q2
7381,2026-04-01,170300.0,House,ALL,15,132,6,650.0,661.0,715.0,610.0,0.0891,2026_Q2
7382,2026-04-01,170500.0,House,ALL,33,267,24,750.0,728.0,795.0,670.0,0.2245,2026_Q2
7383,2026-04-01,170600.0,House,ALL,6,27,0,550.0,533.0,650.0,444.0,0.23,2026_Q2
7384,2026-04-01,170700.0,House,ALL,6,90,6,600.0,614.0,675.0,545.0,0.1602,2026_Q2
7385,2026-04-01,170801.0,House,ALL,6,39,0,630.0,450.0,700.0,458.0,0.7405,2026_Q2
7386,2026-04-01,170802.0,House,ALL,24,120,6,635.0,608.0,650.0,553.0,0.1155,2026_Q2
7387,2026-04-01,171100.0,House,ALL,9,102,3,530.0,475.0,580.0,398.0,0.3296,2026_Q2
7388,2026-04-01,171300.0,House,ALL,6,33,0,575.0,572.0,580.0,555.0,0.2317,2026_Q2
7389,2026-04-01,171400.0,House,ALL,18,267,15,500.0,519.0,550.0,479.0,0.1278,2026_Q2
7390,2026-04-01,171500.0,House,ALL,24,369,24,550.0,521.0,605.0,450.0,0.2347,2026_Q2
7391,2026-04-01,171600.0,House,ALL,39,273,24,600.0,579.0,650.0,515.0,0.2109,2026_Q2
7392,2026-04-01,171700.0,House,ALL,9,51,6,620.0,629.0,663.0,600.0,0.0885,2026_Q2
7393,2026-04-01,171801.0,House,ALL,6,33,3,570.0,497.0,640.0,403.0,0.4336,2026_Q2
7394,2026-04-01,171802.0,House,ALL,12,54,6,663.0,676.0,743.0,614.0,0.1116,2026_Q2
7395,2026-04-01,171900.0,House,ALL,9,90,6,560.0,541.0,580.0,535.0,0.1513,2026_Q2
